feature,bucket,regime,side,horizon,label,sample_count,cluster_count,raw_expectancy_bps,expectancy_after_5_bps,expectancy_after_7_5_bps,expectancy_after_10_bps,pf_after_5_bps,pf_after_7_5_bps,pf_after_10_bps,win_rate_after_5_bps,win_rate_after_7_5_bps,win_rate_after_10_bps,gross_profit_after_5_bps,gross_loss_after_5_bps,gross_profit_after_7_5_bps,gross_loss_after_7_5_bps,gross_profit_after_10_bps,gross_loss_after_10_bps,win_count_after_5_bps,loss_count_after_5_bps,win_count_after_7_5_bps,loss_count_after_7_5_bps,win_count_after_10_bps,loss_count_after_10_bps,win_rate,profit_factor,average_forward_return,median_forward_return,worst_month_expectancy,worst_symbol_expectancy,leave_one_symbol_out_passed,leave_one_month_out_passed,leave_one_quarter_out_passed,top_symbol_contribution_pct,top_month_contribution_pct,top_quarter_contribution_pct
RealizedVol60,realized_vol_60_mid,trend_down,long,240m,ROBUST_EDGE_CANDIDATE,18013,9618,21.994585,16.994585,14.494585,11.994585,1.174282,1.146940,1.120205,54.993616,54.555044,54.144229,2062608.396179,1756484.935384,2037950.670430,1776859.709635,2013475.338581,1797416.877786,9906,8107,9827,8186,9753,8260,54.993616,1.174282,21.994585,32.100000,-42.937228,-7.524183,true,true,true,23.856618,23.519914,39.363309
ETHContext60,eth_down,compressed_up,short,240m,ROBUST_EDGE_CANDIDATE,1354,1292,20.773165,15.773165,13.273165,10.773165,1.220991,1.182969,1.146119,53.618907,52.954210,52.067947,117998.209064,96641.344218,116195.513453,98223.648606,114415.462594,99828.597748,726,628,717,637,705,649,53.618907,1.220991,20.773165,17.550000,-94.943953,-4.227680,true,true,true,29.123475,20.734026,39.628060
CloseRelativeEMA20,below_ema20_strong,range,long,240m,ROBUST_EDGE_CANDIDATE,6205,5393,19.331404,14.331404,11.831404,9.331404,1.159586,1.129983,1.101149,51.522965,51.023368,50.572119,646158.545884,557232.184052,638208.567595,564794.705764,630335.302288,572433.940457,3197,3008,3166,3039,3138,3067,51.522965,1.159586,19.331404,12.400000,-52.446935,3.400412,true,true,true,22.229962,32.883758,45.539993
CloseRelativeEMA20,above_ema20_strong,range,long,240m,ROBUST_EDGE_CANDIDATE,7404,6323,18.711305,13.711305,11.211305,8.711305,1.142121,1.114784,1.088097,52.404106,51.782820,51.364127,815831.064096,714312.559190,806178.210374,723169.705467,796632.859579,732134.354673,3880,3524,3834,3570,3803,3601,52.404106,1.142121,18.711305,17.400000,-98.136110,6.031416,true,true,true,20.775573,25.388385,48.626628
RealizedVol60,realized_vol_60_mid,compressed_up,long,240m,ROBUST_EDGE_CANDIDATE,9772,6723,17.784558,12.784558,10.284558,7.784558,1.138915,1.110288,1.082388,51.442898,50.931232,50.388866,1024263.942032,899333.236567,1011760.670300,911259.964835,999389.797189,923319.091724,5027,4745,4977,4795,4924,4848,51.442898,1.138915,17.784558,12.200000,-66.550682,-0.338731,true,true,true,26.238850,30.847264,31.132582
ETHContext60,eth_up_strong,trend_down,short,120m,ROBUST_EDGE_CANDIDATE,1625,1418,14.929237,9.929237,7.429237,4.929237,1.186445,1.136160,1.088198,48.307692,47.138462,46.646154,102675.253988,86540.244234,100736.651174,88664.141420,98828.354889,90818.345136,785,840,766,859,758,867,48.307692,1.186445,14.929237,0.000000,-59.686293,-6.768306,true,true,true,38.465141,24.693967,43.584975
CloseRelativeEMA20,above_ema20_strong,trend_up,long,240m,ROBUST_EDGE_CANDIDATE,12304,9129,14.617760,9.617760,7.117760,4.617760,1.109559,1.079897,1.051081,48.293238,47.643043,47.114759,1198456.929637,1080120.014769,1183696.653650,1096119.738782,1169116.551048,1112299.636181,5942,6362,5862,6442,5797,6507,48.293238,1.109559,14.617760,-2.250000,-23.749628,-2.704220,true,true,true,25.439270,34.054401,42.379904
ETHContext60,eth_down_strong,trend_down,long,240m,ROBUST_EDGE_CANDIDATE,28667,16397,14.138055,9.138055,6.638055,4.138055,1.115614,1.082772,1.050854,54.055185,53.343566,52.680783,2527786.711707,2265826.080743,2489294.906687,2299001.775723,2451309.346980,2332683.716016,15496,13171,15292,13375,15102,13565,54.055185,1.115614,14.138055,20.200000,-37.305177,1.799548,true,true,true,23.224128,18.964453,37.518726
BTCContext60,btc_up_strong,compressed_up,long,240m,ROBUST_EDGE_CANDIDATE,12427,9282,13.458337,8.458337,5.958337,3.458337,1.122407,1.084698,1.048292,50.390279,49.714332,49.054478,963815.354203,858703.604221,948263.350991,874219.101010,932912.430754,889935.680772,6262,6165,6178,6249,6096,6331,50.390279,1.122407,13.458337,6.500000,-41.739451,3.493784,true,true,true,26.324300,13.385499,27.886958
CloseRelativeEMA20,below_ema20_strong,trend_down,long,240m,ROBUST_EDGE_CANDIDATE,13207,9671,13.263914,8.263914,5.763914,3.263914,1.085194,1.058714,1.032853,53.592792,52.987052,52.517604,1390237.134694,1281095.625136,1372636.847339,1296512.837782,1355226.308062,1312119.798505,7078,6129,6998,6209,6936,6271,53.592792,1.085194,13.263914,22.400000,-42.158003,-2.184339,true,true,true,33.886225,27.263132,43.353152
CloseRelativeEMA20,above_ema20_strong,range,long,120m,ROBUST_EDGE_CANDIDATE,7404,6323,12.664527,7.664527,5.164527,2.664527,1.105313,1.069791,1.035414,51.472177,50.796867,50.067531,595598.207228,538850.048926,586132.076231,547893.917929,576796.179650,557068.021348,3811,3593,3761,3643,3707,3697,51.472177,1.105313,12.664527,10.350000,-41.533207,-1.709003,true,true,true,26.524121,23.922755,49.556779
Return15,return15_down_strong,trend_down,long,240m,ROBUST_EDGE_CANDIDATE,29259,20279,11.073773,6.073773,3.573773,1.073773,1.070999,1.041207,1.012213,53.064014,52.472743,51.884890,2680726.089191,2503013.567647,2642120.715247,2537555.693703,2603967.526958,2572550.005414,15526,13733,15353,13906,15181,14078,53.064014,1.070999,11.073773,18.700000,-39.529317,-1.411047,true,true,true,35.359469,24.926561,41.449773
ETHContext60,eth_up_strong,compressed_up,long,240m,ROBUST_EDGE_CANDIDATE,15140,11284,10.839557,5.839557,3.339557,0.839557,1.086663,1.048661,1.012012,50.455746,49.676354,48.949802,1108574.595768,1020163.704530,1089613.574819,1039052.683582,1070935.072685,1058224.181447,7639,7501,7521,7619,7411,7729,50.455746,1.086663,10.839557,6.600000,-24.990241,0.234841,true,true,true,31.756013,23.726565,37.897206
ATRPct14,atr_pct_14_high,trend_up,long,240m,WEAK_EDGE,755,487,107.301970,102.301970,99.801970,97.301970,1.866515,1.837598,1.809172,56.556291,56.291391,56.026490,166374.344524,89136.357452,165310.651139,89960.164067,164250.810959,90787.823888,427,328,425,330,423,332,56.556291,1.866515,107.301970,68.000000,-726.153846,-203.542870,true,true,true,26.765907,24.739622,38.265995
ATRPct14,atr_pct_14_high,range,long,240m,WEAK_EDGE,1007,761,95.489491,90.489491,87.989491,85.489491,1.642219,1.619947,1.597951,58.987090,58.689176,58.192651,233010.489850,141887.572137,231529.544217,142924.126503,230059.441919,143971.524206,594,413,591,416,586,421,58.987090,1.642219,95.489491,82.000000,-184.252529,4.148699,true,true,true,32.450793,27.776768,49.925031
CloseRelativeEMA20,above_ema20_strong,compressed_up,long,240m,WEAK_EDGE,778,699,75.848453,70.848453,68.348453,65.848453,1.783058,1.746953,1.711544,59.125964,58.740360,58.097686,125510.923761,70390.827300,124364.489096,71189.392635,123228.629523,71998.533062,460,318,457,321,452,326,59.125964,1.783058,75.848453,59.450000,-100.637685,41.447438,true,true,true,25.158073,27.020365,39.857903
ATRPct14,atr_pct_14_high,trend_down,long,240m,WEAK_EDGE,1330,925,70.722666,65.722666,63.222666,60.722666,1.467161,1.446039,1.425212,57.819549,57.593985,57.368421,274522.689923,187111.544642,272603.626588,188517.481306,270692.754738,189931.609456,769,561,766,564,763,567,57.819549,1.467161,70.722666,76.600000,-172.565708,0.800844,true,true,true,38.586344,32.209620,43.443595
ATRPct14,atr_pct_14_high,range,long,120m,WEAK_EDGE,1007,761,61.637184,56.637184,54.137184,51.637184,1.500939,1.474193,1.447919,55.908640,55.710030,55.114201,170887.164352,113853.520048,169482.405616,114966.261312,168087.980783,116089.336479,563,444,561,446,555,452,55.908640,1.500939,61.637184,46.100000,-169.889763,22.115099,true,true,true,24.042225,30.372573,34.229870
ATRPct14,atr_pct_14_high,trend_up,long,120m,WEAK_EDGE,755,487,58.909150,53.909150,51.409150,48.909150,1.460335,1.434687,1.409523,53.774834,53.509934,53.377483,129118.320983,88416.913009,128105.538100,89291.630125,127095.814527,90169.406553,406,349,404,351,403,352,53.774834,1.460335,58.909150,33.200000,-511.072874,-97.557592,true,true,true,21.993043,33.331457,54.681071
ATRPct14,atr_pct_14_high,trend_down,long,120m,WEAK_EDGE,1330,925,57.095769,52.095769,49.595769,47.095769,1.486237,1.458294,1.430883,56.992481,56.842105,56.616541,211784.428314,142497.054966,209892.543782,143930.170434,208007.172263,145369.798915,758,572,756,574,753,577,56.992481,1.486237,57.095769,47.500000,-131.959151,2.267488,true,true,true,37.115086,19.183348,24.927252
CloseRelativeEMA20,below_ema20_strong,compressed_down,long,240m,WEAK_EDGE,686,645,55.422200,50.422200,47.922200,45.422200,1.469071,1.441292,1.414008,56.268222,55.685131,55.247813,108330.282784,73740.653254,107370.867821,74496.238291,106422.927002,75263.297472,386,300,382,304,379,307,56.268222,1.469071,55.422200,51.000000,-101.404627,-14.007804,true,true,true,27.244237,21.336696,43.807225
ATRPct14,atr_pct_14_high,trend_down,long,60m,WEAK_EDGE,1330,925,52.635339,47.635339,45.135339,42.635339,1.608706,1.569371,1.530945,59.699248,59.172932,58.496241,167436.463382,104081.461888,165462.188992,105432.187498,163505.164599,106800.163104,794,536,787,543,778,552,59.699248,1.608706,52.635339,52.100000,-100.088423,21.431486,true,true,true,31.464338,21.569258,37.222119
CloseRelativeEMA20,below_ema20_strong,compressed_down,long,120m,WEAK_EDGE,686,645,46.942095,41.942095,39.442095,36.942095,1.516073,1.478833,1.442506,56.268222,55.830904,55.247813,84524.586792,55752.309635,83563.969031,56506.691874,82612.225646,57269.948489,386,300,383,303,379,307,56.268222,1.516073,46.942095,33.850000,-68.292101,2.759658,true,true,true,33.933708,19.198801,35.089172
CloseRelativeEMA20,above_ema20_strong,compressed_up,long,120m,WEAK_EDGE,778,699,41.249935,36.249935,33.749935,31.249935,1.481279,1.441896,1.403527,57.969152,57.712082,57.197943,86801.424584,58598.975105,85677.474433,59420.024954,84562.272402,60249.822923,451,327,449,329,445,333,57.969152,1.481279,41.249935,44.000000,-64.239701,3.789977,true,true,true,26.218670,32.066572,49.602031
Return15,return15_down_strong,compressed_down,long,240m,WEAK_EDGE,1168,1104,39.881080,34.881080,32.381080,29.881080,1.341301,1.313443,1.286130,55.993151,55.393836,54.794521,160111.006704,119369.904703,158484.600439,120663.498438,156877.599859,121976.497858,654,514,647,521,640,528,55.993151,1.341301,39.881080,40.200000,-114.244921,-16.317580,true,true,true,29.024556,33.101077,62.967340
Return15,return15_down_strong,compressed_down,long,120m,WEAK_EDGE,1168,1104,38.935062,33.935062,31.435062,28.935062,1.458399,1.418293,1.379291,55.736301,54.794521,54.195205,126102.571287,86466.419045,124492.252170,87776.099928,122899.632398,89103.480156,651,517,640,528,633,535,55.736301,1.458399,38.935062,27.650000,-95.338183,-18.229097,true,true,true,24.773404,24.947389,42.214527
CloseRelativeEMA20,above_ema20_strong,compressed_up,long,60m,WEAK_EDGE,778,699,36.401513,31.401513,28.901513,26.401513,1.610475,1.549883,1.491624,55.526992,54.627249,53.984576,64449.045427,40018.668140,63376.592360,40891.215073,62321.017599,41780.640312,432,346,425,353,420,358,55.526992,1.610475,36.401513,21.700000,-56.496278,12.380044,true,true,true,25.786204,27.979178,52.742579
Return15,return15_up_strong,compressed_down,long,240m,WEAK_EDGE,918,888,35.092968,30.092968,27.592968,25.092968,1.296546,1.268797,1.241655,53.159041,52.723312,52.614379,120782.322005,93156.976940,119566.388091,94236.043026,118358.622307,95323.277242,488,430,484,434,483,435,53.159041,1.296546,35.092968,25.550000,-101.664180,2.473445,true,true,true,28.561784,31.474216,34.126065
Return15,return15_down_strong,compressed_up,long,240m,WEAK_EDGE,823,788,29.460731,24.460731,21.960731,19.460731,1.247688,1.219652,1.192263,51.275820,50.789793,50.303767,101407.420400,81276.238831,100356.920151,82283.238582,99319.477890,83303.296321,422,401,418,405,414,409,51.275820,1.247688,29.460731,11.400000,-131.507173,-7.698478,true,true,true,35.621110,28.097973,34.085791
ATRPct14,atr_pct_14_high,range,long,60m,WEAK_EDGE,1007,761,26.615735,21.615735,19.115735,16.615735,1.213616,1.186724,1.160434,52.730884,52.432969,52.035750,123665.159355,101898.113735,122340.598694,103091.053073,121024.503834,104292.458213,531,476,528,479,524,483,52.730884,1.213616,26.615735,21.700000,-124.628741,-14.414024,true,true,true,23.928696,32.139430,39.074899
Return15,return15_up_strong,compressed_up,long,240m,WEAK_EDGE,1271,1178,23.873414,18.873414,16.373414,13.873414,1.180406,1.154715,1.129600,51.534225,51.376869,51.062156,156955.422296,132967.313080,155320.136353,134509.527137,153691.483127,136058.373911,655,616,653,618,649,622,51.534225,1.180406,23.873414,17.800000,-91.612480,-6.588443,true,true,true,34.608357,32.385088,49.472442
CloseRelativeEMA20,below_ema20_strong,compressed_down,long,60m,WEAK_EDGE,686,645,22.932610,17.932610,15.432610,12.932610,1.243876,1.206744,1.170683,55.685131,55.393586,54.664723,62744.577206,50442.806571,61793.883234,51207.112599,60849.841857,51978.071223,382,304,380,306,375,311,55.685131,1.243876,22.932610,28.950000,-116.761035,-12.411869,true,true,true,25.409553,18.887468,31.250803
ATRPct14,atr_pct_14_high,trend_down,long,30m,WEAK_EDGE,1330,925,22.567377,17.567377,15.067377,12.567377,1.224376,1.189927,1.156334,58.872180,58.045113,57.593985,127496.031755,104131.419941,125551.999412,105512.387598,123630.788137,106916.176323,783,547,772,558,766,564,58.872180,1.224376,22.567377,42.900000,-86.637815,-1.868739,true,true,true,42.995551,24.932751,44.151225
Return15,return15_down_strong,compressed_up,long,120m,WEAK_EDGE,823,788,22.087125,17.087125,14.587125,12.087125,1.237664,1.199615,1.162758,52.976914,52.612394,52.369380,73233.312148,59170.608490,72146.934241,60141.730583,71067.476385,61119.772726,436,387,433,390,431,392,52.976914,1.237664,22.087125,15.800000,-113.108571,-2.379345,true,true,true,34.860643,25.772462,46.721220
CloseRelativeEMA20,above_ema20_strong,compressed_up,long,30m,WEAK_EDGE,778,699,19.763145,14.763145,12.263145,9.763145,1.323832,1.261883,1.202957,50.899743,49.871465,48.200514,46953.939174,35468.212371,45971.942777,36431.215974,45020.941573,37425.214770,396,382,388,390,375,403,50.899743,1.323832,19.763145,7.050000,-63.352611,0.839250,true,true,true,41.516051,31.517762,60.740731
Return15,return15_down_strong,compressed_down,long,60m,WEAK_EDGE,1168,1104,19.275063,14.275063,11.775063,9.275063,1.230799,1.186903,1.144534,54.195205,53.767123,52.825342,88914.938295,72241.665293,87338.516094,73585.243092,85786.526019,74953.253017,633,535,628,540,617,551,54.195205,1.230799,19.275063,19.250000,-77.759709,-15.540516,true,true,true,22.785229,26.405201,39.318131
Return15,return15_up_strong,compressed_up,long,60m,WEAK_EDGE,1271,1178,18.963986,13.963986,11.463986,8.963986,1.267789,1.214901,1.164274,52.478363,51.612903,50.668765,84025.048276,66276.822668,82372.727605,67802.001997,80748.229139,69355.003531,667,604,656,615,644,627,52.478363,1.267789,18.963986,12.600000,-50.116878,9.704384,true,true,true,17.844713,33.086996,47.488828
Return15,return15_up_strong,compressed_down,long,120m,WEAK_EDGE,918,888,18.382172,13.382172,10.882172,8.382172,1.173819,1.139119,1.105471,50.980392,50.435730,49.564270,82960.876424,70676.042397,81797.490448,71807.656420,80651.564736,72956.730708,468,450,463,455,455,463,50.980392,1.173819,18.382172,8.700000,-72.431310,-18.015506,true,true,true,30.324836,28.571983,34.611396
Return15,return15_down_strong,compressed_up,long,60m,WEAK_EDGE,823,788,18.266678,13.266678,10.766678,8.266678,1.240210,1.190858,1.143462,52.976914,52.369380,51.032807,56372.275182,45453.799399,55288.016351,46427.040567,54226.879296,47423.403513,436,387,431,392,420,403,52.976914,1.240210,18.266678,12.600000,-69.789789,-7.032591,true,true,true,28.428925,29.556894,29.049789
CloseRelativeEMA20,below_ema20_strong,compressed_down,long,30m,WEAK_EDGE,686,645,17.376093,12.376093,9.876093,7.376093,1.230061,1.179752,1.131448,54.373178,53.498542,52.478134,45393.318507,36903.318734,44465.730993,37690.731220,43554.187239,38494.187466,373,313,367,319,360,326,54.373178,1.230061,17.376093,16.400000,-92.968278,-13.024259,true,true,true,31.859478,23.686440,28.327371
Return15,return15_down_strong,compressed_up,long,30m,WEAK_EDGE,823,788,15.467128,10.467128,7.967128,5.467128,1.266285,1.196489,1.130728,51.032807,49.574727,48.724180,40964.946874,32350.500269,39927.508898,33370.562293,38917.886833,34418.440228,420,403,408,415,401,422,51.032807,1.266285,15.467128,6.800000,-100.870119,-1.776538,true,true,true,31.264706,26.756774,31.572537
BTCContext60,btc_down_strong,trend_up,long,120m,WEAK_EDGE,928,814,12.940070,7.940070,5.440070,2.940070,1.118450,1.079601,1.042200,48.168103,47.306034,46.228448,69574.967518,62206.582598,68469.216909,63420.831989,67382.065175,64653.680255,447,481,439,489,429,499,48.168103,1.118450,12.940070,0.150000,-70.674560,-23.243056,true,true,true,42.091244,28.757041,37.046951
ATRPct14,atr_pct_14_high,trend_up,long,15m,WEAK_EDGE,755,487,12.759558,7.759558,5.259558,2.759558,1.119633,1.079484,1.040881,48.079470,47.152318,46.490066,54828.947489,48970.481343,53930.354344,49959.388197,53047.396162,50963.930016,363,392,356,399,351,404,48.079470,1.119633,12.759558,-2.100000,-166.767264,-8.383534,true,true,true,35.792873,23.237412,50.029846
CloseRelativeEMA20,below_ema20_strong,compressed_down,long,15m,WEAK_EDGE,686,645,12.757659,7.757659,5.257659,2.757659,1.212142,1.139558,1.071063,56.559767,55.102041,54.227405,30407.579590,25085.825719,29450.867835,25844.113964,28512.634370,26620.880499,388,298,378,308,372,314,56.559767,1.212142,12.757659,18.050000,-46.692559,-12.352502,true,true,true,26.913349,23.827075,34.472937
Return15,return15_down_strong,compressed_down,long,30m,WEAK_EDGE,1168,1104,10.542746,5.542746,3.042746,0.542746,1.117095,1.062690,1.010907,52.397260,51.369863,50.428082,61761.768546,55287.840907,60244.262886,56690.335247,58754.695266,58120.767627,612,556,600,568,589,579,52.397260,1.117095,10.542746,11.100000,-58.778700,-30.062211,true,true,false,25.646762,26.497747,64.330783
SessionUTC,us,compressed_down,short,240m,WEAK_EDGE,13459,9794,10.004446,5.004446,2.504446,0.004446,1.069472,1.034147,1.000060,48.012482,47.210045,46.348169,1036881.806448,969526.961010,1020846.319203,987138.973765,1005102.613202,1005042.767764,6462,6997,6354,7105,6238,7221,48.012482,1.069472,10.004446,-1.600000,-63.227472,-4.333733,true,true,false,34.554895,26.155535,65.322147
SessionUTC,europe,trend_up,short,240m,WEAK_EDGE,30756,15080,9.826132,4.826132,2.326132,-0.173868,1.082211,1.038826,0.997156,52.103655,51.206269,50.299129,1953949.518862,1805517.003666,1914197.967271,1842655.452075,1875171.205062,1880518.689867,16025,14731,15749,15007,15470,15286,52.103655,1.082211,9.826132,10.900000,-32.544559,-9.039371,true,true,true,30.841800,19.147379,32.523034
RealizedVol60,realized_vol_60_mid,trend_down,long,120m,WEAK_EDGE,18013,9618,9.756257,4.756257,2.256257,-0.243743,1.061359,1.028674,0.996948,53.483595,52.945095,52.417698,1481963.102329,1396288.636258,1458002.704557,1417360.738486,1434274.519116,1438665.053045,9634,8379,9537,8476,9442,8571,53.483595,1.061359,9.756257,19.900000,-39.136152,-6.642758,true,true,false,29.924029,26.845775,46.722242
CloseRelativeEMA20,above_ema20,trend_down,long,60m,WEAK_EDGE,2094,2021,9.484620,4.484620,1.984620,-0.515380,1.104803,1.045131,0.988593,53.151862,52.148997,51.002865,98995.363756,89604.570288,96238.289948,92082.496480,93534.019158,94613.225690,1113,981,1092,1002,1068,1026,53.151862,1.104803,9.484620,12.700000,-59.793459,-9.976685,true,true,true,25.557120,34.315342,48.633531
Return15,return15_up,trend_down,long,240m,WEAK_EDGE,2136,2111,9.250599,4.250599,1.750599,-0.749401,1.059614,1.024139,0.989840,51.591760,50.842697,50.187266,161380.176301,152300.896604,158644.173462,154904.893765,155948.999072,157549.719375,1102,1034,1086,1050,1072,1064,51.591760,1.059614,9.250599,10.250000,-27.016667,-17.415180,true,true,true,32.130223,24.997118,35.872028
SessionUTC,late_us,compressed_down,long,120m,WEAK_EDGE,6263,4772,9.248359,4.248359,1.748359,-0.751641,1.096498,1.038612,0.983859,50.502954,49.177710,47.868434,302338.991909,275731.517182,294541.090614,283591.115887,286942.994431,291650.519704,3163,3100,3080,3183,2998,3265,50.502954,1.096498,9.248359,5.800000,-44.903775,-7.785674,true,true,false,42.961144,19.983160,33.959959
BTCContext60,btc_up_strong,range,long,240m,WEAK_EDGE,10002,7967,8.984027,3.984027,1.484027,-1.015973,1.052802,1.019349,0.986969,50.469906,49.750050,49.070186,794515.945509,754667.708945,781988.092336,767144.855772,769636.295802,779798.059238,5048,4954,4976,5026,4908,5094,50.469906,1.052802,8.984027,6.600000,-45.758747,-2.512677,true,true,true,40.135886,24.112740,41.344590
SessionUTC,asia,trend_up,long,240m,WEAK_EDGE,36588,17818,8.958634,3.958634,1.458634,-1.041366,1.079105,1.028418,0.980217,49.119930,48.092271,47.031814,1975802.255543,1830963.760282,1931367.884727,1877999.389466,1887877.090196,1925978.594935,17972,18616,17596,18992,17208,19380,49.119930,1.079105,8.958634,2.950000,-25.551612,0.526113,true,true,true,21.517904,33.429373,36.434024
BTCContext60,btc_down_strong,trend_down,long,240m,WEAK_EDGE,19720,11580,8.807961,3.807961,1.307961,-1.192039,1.045162,1.015301,0.986244,53.823529,53.174442,52.510142,1737836.269287,1662743.270978,1711456.775709,1685663.777400,1685408.111884,1708915.113575,10614,9106,10486,9234,10355,9365,53.823529,1.045162,8.807961,20.150000,-42.990897,-13.210058,true,true,false,43.385665,22.972930,52.043388
SessionUTC,asia,range,long,240m,WEAK_EDGE,70306,31991,8.714083,3.714083,1.214083,-1.285917,1.072381,1.023093,0.976126,50.058317,49.018576,48.020084,3868729.971894,3607607.662438,3781678.378474,3696321.069019,3696451.472810,3786859.163355,35194,35112,34463,35843,33761,36545,50.058317,1.072381,8.714083,5.100000,-16.357673,-0.294350,true,true,true,24.021019,30.272249,47.390338
CloseRelativeEMA20,above_ema20_strong,trend_up,long,120m,WEAK_EDGE,12304,9129,8.701589,3.701589,1.201589,-1.298411,1.054393,1.017318,0.981643,47.074122,46.440182,45.643693,882862.269784,837317.918464,868465.759385,853681.408064,854307.724087,870283.372766,5792,6512,5714,6590,5616,6688,47.074122,1.054393,8.701589,-5.300000,-26.430876,-2.643399,true,true,true,23.898612,26.273479,30.120023
Return15,return15_up_strong,range,long,240m,WEAK_EDGE,19019,15548,8.548163,3.548163,1.048163,-1.451837,1.042766,1.012451,0.983002,51.769283,51.091014,50.517903,1645423.394720,1577940.887660,1620959.171594,1601024.164533,1596802.383099,1624414.876039,9846,9173,9717,9302,9608,9411,51.769283,1.042766,8.548163,12.100000,-54.920483,-4.727254,true,true,false,42.267889,24.387168,39.535557
ETHContext60,eth_up_strong,trend_down,short,240m,WEAK_EDGE,1625,1418,8.493619,3.493619,0.993619,-1.506381,1.045256,1.012656,0.981132,47.876923,47.200000,46.584615,131122.335061,125445.204857,129188.955978,127574.325774,127285.927940,129733.797737,778,847,767,858,757,868,47.876923,1.045256,8.493619,-3.100000,-80.680216,-18.164152,true,false,false,41.397881,34.862600,51.311070
BTCContext60,btc_up_strong,trend_down,long,240m,WEAK_EDGE,759,705,8.467112,3.467112,0.967112,-1.532888,1.042951,1.011801,0.981575,51.383399,50.329381,49.934124,63900.109689,61268.571335,62936.000843,62201.962490,61983.913820,63147.375466,390,369,382,377,379,380,51.383399,1.042951,8.467112,9.800000,-105.499058,-15.943787,true,false,false,34.113558,28.757947,67.831861
SessionUTC,asia,compressed_up,long,240m,WEAK_EDGE,13062,9148,8.411283,3.411283,0.911283,-1.588717,1.059766,1.015626,0.973334,50.780891,49.954065,49.058337,790099.578380,745541.403048,773642.382491,761739.207158,757472.006280,778223.830947,6633,6429,6525,6537,6408,6654,50.780891,1.059766,8.411283,7.400000,-36.618936,-2.314767,true,true,true,21.086172,16.769990,26.245115
ATRPct14,atr_pct_14_mid,compressed_up,long,240m,WEAK_EDGE,15927,11173,8.077089,3.077089,0.577089,-1.922911,1.035885,1.006633,0.978216,50.122434,49.588749,48.985999,1414715.041973,1365706.237670,1394869.693197,1385678.388893,1375247.842686,1405874.038382,7983,7944,7898,8029,7802,8125,50.122434,1.035885,8.077089,5.500000,-48.321154,-7.988667,true,false,true,26.583202,31.839321,23.126613
CloseRelativeEMA20,below_ema20_strong,range,long,120m,WEAK_EDGE,6205,5393,8.068902,3.068902,0.568902,-1.931098,1.043267,1.007884,0.973696,50.958904,50.394843,49.701853,459160.124866,440117.588392,451302.950137,447772.913663,443547.333907,455529.797433,3162,3043,3127,3078,3084,3121,50.958904,1.043267,8.068902,8.700000,-40.258695,-6.606726,true,false,true,27.573488,34.592796,39.781238
ETHContext60,eth_down_strong,range,long,240m,WEAK_EDGE,16679,12476,7.789712,2.789712,0.289712,-2.210288,1.035636,1.003644,0.972630,51.232088,50.536603,49.901073,1352227.526521,1305697.915846,1331012.514705,1326180.404030,1310082.312487,1346947.701813,8545,8134,8429,8250,8323,8356,51.232088,1.035636,7.789712,9.500000,-46.726362,-2.321753,true,false,false,34.028151,27.147702,42.930857
BTCContext60,btc_up_strong,trend_up,long,240m,WEAK_EDGE,17436,10827,7.762758,2.762758,0.262758,-2.237242,1.039880,1.003723,0.968883,48.491627,47.562514,46.713696,1256092.205411,1207920.755321,1235148.854066,1230567.403976,1214611.117024,1253619.666934,8455,8981,8293,9143,8145,9291,48.491627,1.039880,7.762758,0.000000,-19.394458,-1.325633,true,true,true,23.653432,23.366273,36.654830
BTCContext60,btc_down_strong,range,long,120m,WEAK_EDGE,9567,7600,7.727892,2.727892,0.227892,-2.272108,1.044240,1.003624,0.964570,51.437232,50.621930,49.681196,616004.452166,589906.708955,603783.885800,601603.642589,591789.713753,613526.970542,4921,4646,4843,4724,4753,4814,51.437232,1.044240,7.727892,9.100000,-48.141700,-4.524685,true,true,false,29.780502,25.750743,51.060576
ETHContext60,eth_up_strong,range,long,240m,WEAK_EDGE,17543,13106,7.708880,2.708880,0.208880,-2.291120,1.039007,1.002954,0.968182,49.581029,48.817192,47.990652,1265821.146032,1218299.268559,1244240.740705,1240576.363233,1223018.057883,1263211.180411,8698,8845,8564,8979,8419,9124,49.581029,1.039007,7.708880,3.700000,-25.666872,-6.257383,true,true,true,29.849801,28.710538,49.184282
SessionUTC,asia,trend_down,long,240m,WEAK_EDGE,33470,16334,7.625731,2.625731,0.125731,-2.374269,1.045719,1.002143,0.960375,51.260831,50.286824,49.357634,2010137.202389,1922253.978692,1967664.806533,1963456.582837,1925981.121659,2005447.897963,17157,16313,16831,16639,16520,16950,51.260831,1.045719,7.625731,8.300000,-35.618659,-3.405078,true,true,false,38.581568,17.907549,41.681131
VolumeRatio20,volume_ratio_low,compressed_up,long,240m,WEAK_EDGE,18592,15813,7.548139,2.548139,0.048139,-2.451861,1.041018,1.000759,0.962094,49.688038,48.746773,47.972246,1202348.727374,1154973.724301,1179467.576577,1178572.573504,1156990.718557,1202575.715484,9238,9354,9063,9529,8919,9673,49.688038,1.041018,7.548139,4.100000,-21.688943,-1.879261,true,true,true,23.026554,31.403341,28.023974
