feature,bucket,regime,side,horizon,label,sample_count,cluster_count,raw_expectancy_bps,expectancy_after_5_bps,expectancy_after_7_5_bps,expectancy_after_10_bps,pf_after_5_bps,pf_after_7_5_bps,pf_after_10_bps,win_rate_after_5_bps,win_rate_after_7_5_bps,win_rate_after_10_bps,gross_profit_after_5_bps,gross_loss_after_5_bps,gross_profit_after_7_5_bps,gross_loss_after_7_5_bps,gross_profit_after_10_bps,gross_loss_after_10_bps,win_count_after_5_bps,loss_count_after_5_bps,win_count_after_7_5_bps,loss_count_after_7_5_bps,win_count_after_10_bps,loss_count_after_10_bps,win_rate,profit_factor,average_forward_return,median_forward_return,worst_month_expectancy,worst_symbol_expectancy,leave_one_symbol_out_passed,leave_one_month_out_passed,leave_one_quarter_out_passed,top_symbol_contribution_pct,top_month_contribution_pct,top_quarter_contribution_pct
CloseRelativeEMA20,near_ema20,trend_up,short,240m,DISCOVERY_REJECTED,51603,33500,0.554886,-4.445114,-6.945114,-9.445114,0.912826,0.867180,0.823845,48.656086,47.441040,46.289944,2401923.262771,2631304.500894,2339920.483558,2698309.221682,2279456.709328,2766852.947451,25108,26495,24481,27122,23887,27716,48.656086,0.912826,0.554886,2.000000,-32.011079,-8.493678,false,false,false,100.000000,25.220543,62.579669
ETHContext60,eth_up_strong,trend_up,short,5m,DISCOVERY_REJECTED,25344,15253,0.552819,-4.447181,-6.947181,-9.447181,0.695375,0.566917,0.462710,44.357639,40.246212,36.371528,257283.877438,369993.244038,230479.209547,406548.576148,206195.001163,445624.367764,11242,14102,10200,15144,9218,16126,44.357639,0.695375,0.552819,1.600000,-7.608489,-5.020953,false,false,false,0.000000,68.642766,0.000000
BTCContext60,btc_up,trend_up,short,30m,DISCOVERY_REJECTED,43361,28304,0.552524,-4.447476,-6.947476,-9.447476,0.797567,0.701787,0.617373,48.294550,45.573211,42.904915,759800.230052,952647.238444,708931.930882,1010181.439274,660976.880088,1070628.888481,20941,22420,19761,23600,18604,24757,48.294550,0.797567,0.552524,3.500000,-10.644376,-6.555196,false,false,false,0.000000,100.000000,0.000000
CompositeRegime,trend_down,trend_down,long,15m,DISCOVERY_REJECTED,117282,55506,0.551080,-4.448920,-6.948920,-9.448920,0.766747,0.660190,0.568631,46.589417,43.351921,40.250848,1715186.542856,2236964.733640,1583363.847824,2398347.038607,1460816.126140,2569004.316923,54641,62641,50844,66438,47207,70075,46.589417,0.766747,0.551080,2.400000,-9.129767,-4.920200,false,false,false,0.000000,100.000000,0.000000
CloseRelativeEMA20,below_ema20,range,long,5m,DISCOVERY_REJECTED,51248,36653,0.550589,-4.449411,-6.949411,-9.449411,0.626661,0.482410,0.372093,42.056275,37.341945,32.988604,382743.595828,610767.026229,331937.397316,688080.827717,286970.409331,771233.839732,21553,29695,19137,32111,16906,34342,42.056275,0.626661,0.550589,1.000000,-7.494942,-4.805079,false,false,false,0.000000,0.000000,0.000000
TrendSlope20,slope_flat,trend_down,long,30m,DISCOVERY_REJECTED,32441,17055,0.549228,-4.450772,-6.950772,-9.450772,0.807071,0.715067,0.633451,48.315403,45.707592,43.186092,604007.849179,748395.328276,565887.688223,791377.667319,529837.368706,836429.847803,15674,16767,14828,17613,14010,18431,48.315403,0.807071,0.549228,3.200000,-9.288332,-6.156293,false,false,false,100.000000,0.000000,0.000000
BBWidthPctRank60,bb_width_high,trend_down,long,15m,DISCOVERY_REJECTED,48250,34344,0.548341,-4.451659,-6.951659,-9.451659,0.784503,0.683955,0.596242,48.080829,44.907772,42.053886,781940.327272,996732.877596,725880.660370,1061298.210695,673451.741974,1129494.292298,23199,25051,21668,26582,20291,27959,48.080829,0.784503,0.548341,3.300000,-13.448559,-5.144910,false,false,false,0.000000,95.968775,0.000000
TrendSlope20,slope_down,trend_down,long,15m,DISCOVERY_REJECTED,19465,12644,0.547083,-4.452917,-6.952917,-9.452917,0.794028,0.697424,0.612743,47.058824,44.166453,41.423067,334138.482127,420814.503328,311949.579329,447288.100530,291137.862452,475138.883653,9160,10305,8597,10868,8063,11402,47.058824,0.794028,0.547083,2.400000,-9.675722,-6.989326,false,false,false,0.000000,100.000000,0.000000
ETHContext60,eth_flat,trend_down,short,120m,DISCOVERY_REJECTED,39989,25593,0.544539,-4.455461,-6.955461,-9.455461,0.885653,0.827713,0.773862,44.449724,42.986821,41.663958,1379974.951697,1558144.369309,1336271.844550,1614413.762163,1293935.705629,1672050.123242,17775,22214,17190,22799,16661,23328,44.449724,0.885653,0.544539,-4.600000,-22.192601,-8.152304,false,false,false,0.000000,40.248715,100.000000
SessionUTC,us,range,short,15m,DISCOVERY_REJECTED,66624,31478,0.542762,-4.457238,-6.957238,-9.457238,0.763542,0.657057,0.566174,44.033682,40.995737,38.046350,958904.218233,1255863.214760,888072.808911,1351591.805438,822296.880633,1452375.877160,29337,37287,27313,39311,25348,41276,44.033682,0.763542,0.542762,0.000000,-9.534639,-5.792241,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_down,range,short,5m,DISCOVERY_REJECTED,48253,34843,0.540491,-4.459509,-6.959509,-9.459509,0.624946,0.483187,0.375836,39.315690,34.656913,30.288272,358557.946613,573742.638307,313967.997018,649785.188713,274848.393019,731298.084713,18971,29282,16723,31530,14615,33638,39.315690,0.624946,0.540491,0.000000,-7.573737,-4.730293,false,false,false,0.000000,0.000000,0.000000
TrendSlope20,slope_down,trend_down,short,5m,DISCOVERY_REJECTED,19465,12644,0.539844,-4.460156,-6.960156,-9.460156,0.702446,0.579392,0.480270,39.578731,35.653737,31.939378,204952.117267,291769.044422,186624.435776,322103.862931,170161.323168,354303.250323,7704,11761,6940,12525,6217,13248,39.578731,0.702446,0.539844,-0.700000,-9.153694,-7.019518,false,false,false,100.000000,0.000000,0.000000
ETHContext60,eth_down,trend_up,short,5m,DISCOVERY_REJECTED,11162,8904,0.539345,-4.460655,-6.960655,-9.460655,0.641744,0.502374,0.395197,40.942483,36.194230,31.804336,89188.513790,138978.345170,78436.002769,156130.834149,69002.062742,174601.894123,4570,6592,4040,7122,3550,7612,40.942483,0.641744,0.539345,0.700000,-8.766528,-6.344451,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_down,trend_down,short,5m,DISCOVERY_REJECTED,43741,28130,0.537724,-4.462276,-6.962276,-9.462276,0.644099,0.507635,0.402815,38.147276,33.760088,29.875860,353239.655034,548424.083529,313981.972673,618518.901168,279177.587293,693067.015789,16686,27055,14767,28974,13068,30673,38.147276,0.644099,0.537724,-1.200000,-6.076112,-5.080952,false,false,false,0.000000,0.000000,0.000000
ATRPct14,atr_pct_14_mid,trend_down,long,15m,DISCOVERY_REJECTED,44654,24466,0.537604,-4.462396,-6.962396,-9.462396,0.830587,0.747950,0.673185,49.626013,47.733686,45.865992,976937.384416,1176201.207109,922583.976042,1233482.798735,870351.159425,1292884.982118,22160,22494,21315,23339,20481,24173,49.626013,0.830587,0.537604,4.500000,-10.689623,-5.464613,false,false,false,0.000000,86.626292,0.000000
CompositeRegime,trend_up,trend_up,long,120m,DISCOVERY_REJECTED,120660,57289,0.535992,-4.464008,-6.964008,-9.464008,0.897337,0.844782,0.795519,45.358860,43.989723,42.654567,4707916.986917,5246544.178359,4573235.221405,5413512.412847,4442592.359063,5584519.550505,54730,65930,53078,67582,51467,69193,45.358860,0.897337,0.535992,-3.300000,-20.245981,-5.860279,false,false,false,0.000000,65.563211,0.000000
VolumeRatio20,volume_ratio_high,compressed_down,long,15m,DISCOVERY_REJECTED,7944,7486,0.535721,-4.464279,-6.964279,-9.464279,0.767096,0.661269,0.570257,45.883686,42.875126,40.118328,116805.640674,152269.873159,108003.841391,163328.073875,99767.409909,174951.642393,3645,4299,3406,4538,3187,4757,45.883686,0.767096,0.535721,1.600000,-15.279743,-7.499113,false,false,false,0.000000,52.312397,0.000000
ETHContext60,eth_up,range,long,240m,DISCOVERY_REJECTED,53353,36724,0.533318,-4.466682,-6.966682,-9.466682,0.925585,0.886427,0.848972,47.815493,46.853973,45.920567,2964166.486110,3202477.353598,2901031.625533,3272724.993022,2839181.102525,3344256.970013,25511,27842,24998,28355,24500,28853,47.815493,0.925585,0.533318,-0.600000,-33.659720,-7.155048,false,false,false,0.000000,40.154338,100.000000
TrendSlope20,slope_up,compressed_up,short,5m,DISCOVERY_REJECTED,4673,4171,0.533149,-4.466851,-6.966851,-9.466851,0.654976,0.517217,0.409270,42.777659,38.091162,34.089450,39625.350639,60498.946942,34878.155753,67434.252056,30649.393673,74887.989975,1999,2674,1780,2893,1593,3080,42.777659,0.654976,0.533149,1.500000,-10.713138,-9.066177,false,false,false,0.000000,100.000000,0.000000
TakerBuyRatio,taker_buy_heavy,compressed_up,short,15m,DISCOVERY_REJECTED,8839,8142,0.532981,-4.467019,-6.967019,-9.467019,0.762022,0.654586,0.562673,45.627333,42.617943,39.167327,126430.640143,165914.623942,116701.714594,178283.198394,107663.081515,191342.065314,4033,4806,3767,5072,3462,5377,45.627333,0.762022,0.532981,1.600000,-9.530406,-5.955310,false,false,false,0.000000,100.000000,0.000000
Return15,return15_down_strong,range,long,30m,DISCOVERY_REJECTED,16644,13830,0.532969,-4.467031,-6.967031,-9.467031,0.864596,0.796981,0.734692,47.758952,46.034607,44.610671,474741.761759,549091.031958,455215.969628,571175.239827,436342.466654,593911.736853,7949,8695,7662,8982,7425,9219,47.758952,0.864596,0.532969,1.550000,-13.754933,-7.281237,false,false,false,0.000000,41.040550,0.000000
RealizedVol60,realized_vol_60_mid,range,short,5m,DISCOVERY_REJECTED,31002,16617,0.530765,-4.469235,-6.969235,-9.469235,0.774099,0.670918,0.581661,45.545449,43.010128,40.436101,474789.411370,613344.644797,440494.853984,656555.087411,408174.785561,701740.018988,14120,16882,13334,17668,12536,18466,45.545449,0.774099,0.530765,0.500000,-15.355466,-5.579517,false,false,false,0.000000,100.000000,0.000000
BTCContext60,btc_up,trend_up,short,15m,DISCOVERY_REJECTED,43361,28304,0.530252,-4.469748,-6.969748,-9.469748,0.729906,0.611245,0.511767,46.677890,43.047900,39.470953,523762.551890,717575.295200,475176.632214,777391.875524,430410.259133,841028.002443,20240,23121,18666,24695,17115,26246,46.677890,0.729906,0.530252,2.800000,-10.441271,-5.576848,false,false,false,0.000000,100.000000,0.000000
RealizedVol60,realized_vol_60_low,compressed_up,short,240m,DISCOVERY_REJECTED,37813,26821,0.526494,-4.473506,-6.973506,-9.473506,0.920253,0.878536,0.838754,47.827467,46.878058,45.944516,1952000.346239,2121157.021556,1907234.770051,2170923.945369,1863356.755657,2221578.430975,18085,19728,17726,20087,17373,20440,47.827467,0.920253,0.526494,-0.400000,-40.140017,-7.599155,false,false,false,0.000000,34.465467,100.000000
VolumeRatio20,volume_ratio_low,trend_up,short,60m,DISCOVERY_REJECTED,38909,29272,0.525389,-4.474611,-6.974611,-9.474611,0.847628,0.772660,0.704307,48.551749,46.459688,44.490992,968513.652502,1142616.300139,922322.288930,1193697.436566,878077.452525,1246725.100162,18891,20018,18077,20832,17311,21598,48.551749,0.847628,0.525389,3.400000,-8.630323,-5.796604,false,false,false,0.000000,100.000000,0.000000
TrendSlope20,slope_up_strong,compressed_down,short,240m,DISCOVERY_REJECTED,7930,6987,0.524827,-4.475173,-6.975173,-9.475173,0.932692,0.897132,0.862980,47.641866,46.733922,45.687264,491764.052003,527252.175775,482398.024084,537711.147856,473234.414331,548372.538102,3778,4152,3706,4224,3623,4307,47.641866,0.932692,0.524827,-1.700000,-38.553829,-122.542977,false,false,false,0.000000,28.614910,100.000000
ETHContext60,eth_up,compressed_up,long,15m,DISCOVERY_REJECTED,18939,15533,0.524420,-4.475580,-6.975580,-9.475580,0.727521,0.610717,0.514034,42.119436,38.465600,35.292254,226317.849950,311080.865688,207258.043824,339368.559562,189823.028839,369281.044577,7977,10962,7285,11654,6684,12255,42.119436,0.727521,0.524420,-0.600000,-8.638600,-5.159761,false,false,false,0.000000,0.000000,0.000000
VolumeRatio20,volume_ratio_high,range,long,30m,DISCOVERY_REJECTED,55634,43212,0.524276,-4.475724,-6.975724,-9.475724,0.796503,0.702031,0.619348,44.609412,42.083977,39.312291,974616.595302,1223619.031682,914356.878045,1302444.314425,857746.118093,1384918.554473,24818,30816,23413,32221,21871,33763,44.609412,0.796503,0.524276,0.000000,-8.586454,-4.970199,false,false,false,0.000000,100.000000,0.000000
BBWidthPctRank60,bb_width_mid,trend_down,short,5m,DISCOVERY_REJECTED,54405,35906,0.523312,-4.476688,-6.976688,-9.476688,0.653459,0.519246,0.415471,38.479919,34.090617,29.931073,459260.452289,702814.689450,409957.786213,789524.523374,366462.434578,882041.671739,20935,33470,18547,35858,16284,38121,38.479919,0.653459,0.523312,-0.600000,-6.583094,-4.988934,false,false,false,0.000000,100.000000,0.000000
CloseRelativeEMA20,near_ema20,trend_down,long,60m,DISCOVERY_REJECTED,47739,31374,0.517165,-4.482835,-6.982835,-9.482835,0.825845,0.741994,0.666643,48.212154,45.897484,43.517878,1014820.611886,1228826.689147,958682.340114,1292035.917375,905304.810028,1358005.887289,23016,24723,21911,25828,20775,26964,48.212154,0.825845,0.517165,3.100000,-11.421145,-5.960726,false,false,false,0.000000,52.016144,0.000000
TrendSlope20,slope_up,compressed_up,short,120m,DISCOVERY_REJECTED,4673,4171,0.516952,-4.483048,-6.983048,-9.483048,0.908430,0.861015,0.816063,49.111920,47.956345,46.929168,207829.044007,228778.327763,202154.441235,234786.224992,196606.071193,240920.354950,2295,2378,2241,2432,2193,2480,49.111920,0.908430,0.516952,3.300000,-40.825931,-11.083982,false,false,false,66.718804,26.994271,53.786728
SessionUTC,europe,trend_up,short,60m,DISCOVERY_REJECTED,30756,15080,0.513164,-4.486836,-6.986836,-9.486836,0.847480,0.772505,0.704051,49.313955,47.255820,45.298478,766784.293282,904781.411094,729693.490433,944580.608245,694126.234867,985903.352679,15167,15589,14534,16222,13932,16824,49.313955,0.847480,0.513164,4.200000,-19.480391,-7.031854,false,false,false,0.000000,37.007965,0.000000
BBWidthPctRank60,bb_width_high,trend_up,long,30m,DISCOVERY_REJECTED,46994,34217,0.512744,-4.487256,-6.987256,-9.487256,0.820543,0.736223,0.661545,41.781930,39.481636,37.151551,964194.204767,1175068.328804,916478.040252,1244837.164289,871449.693417,1317293.817454,19635,27359,18554,28440,17459,29535,41.781930,0.820543,0.512744,-3.200000,-9.878495,-5.339628,false,false,false,0.000000,100.000000,0.000000
CloseRelativeEMA20,below_ema20,trend_down,short,5m,DISCOVERY_REJECTED,54135,34965,0.512389,-4.487611,-6.987611,-9.487611,0.655420,0.521527,0.417208,38.738339,34.844371,31.155445,462086.670705,705023.484607,412312.648274,790586.962175,367683.431911,881295.245813,20971,33164,18863,35272,16866,37269,38.738339,0.655420,0.512389,-1.400000,-6.163131,-5.278291,false,false,false,0.000000,0.000000,0.000000
BTCContext60,btc_flat,range,long,30m,DISCOVERY_REJECTED,119071,68033,0.511499,-4.488501,-6.988501,-9.488501,0.771899,0.668793,0.580076,44.547371,41.685213,38.664326,1808594.857698,2343045.139928,1680282.742810,2512410.525041,1560691.335837,2690496.618067,53043,66028,49635,69436,46038,73033,44.547371,0.771899,0.511499,0.200000,-8.043796,-5.033182,false,false,false,0.000000,72.985557,0.000000
TakerBuyRatio,taker_buy_heavy_strong,compressed_up,long,15m,DISCOVERY_REJECTED,11361,10313,0.511451,-4.488549,-6.988549,-9.488549,0.723720,0.605933,0.508520,42.320218,38.764193,35.481032,133580.578554,184574.986875,122083.810147,201480.718468,111536.923877,219336.332198,4808,6553,4404,6957,4031,7330,42.320218,0.723720,0.511451,0.000000,-7.761317,-6.112052,false,false,false,0.000000,0.000000,0.000000
BBWidthPctRank60,bb_width_high,range,long,240m,DISCOVERY_REJECTED,60561,48988,0.507817,-4.492183,-6.992183,-9.492183,0.927760,0.889851,0.853511,48.635260,47.748551,46.825515,3493891.743565,3765942.818916,3420927.330853,3844380.906204,3349357.713671,3924213.789022,29454,31107,28917,31644,28358,32203,48.635260,0.927760,0.507817,1.200000,-32.696534,-9.058169,false,false,false,0.000000,55.843839,75.613807
BTCContext60,btc_up,trend_up,long,240m,DISCOVERY_REJECTED,43361,28304,0.505873,-4.494127,-6.994127,-9.494127,0.924676,0.885364,0.847810,46.560273,45.640091,44.641498,2392222.622010,2587092.478506,2342252.104199,2645524.460696,2293338.261590,2705013.118086,20189,23172,19790,23571,19357,24004,46.560273,0.924676,0.505873,-3.900000,-40.069676,-8.866754,false,false,false,100.000000,27.257643,67.819704
ETHContext60,eth_flat,compressed_up,long,30m,DISCOVERY_REJECTED,12086,9678,0.505740,-4.494260,-6.994260,-9.494260,0.791937,0.696330,0.612903,43.984776,41.444647,39.012080,206745.311386,261062.933529,193837.382997,278370.005141,181683.811484,296431.433628,5316,6770,5009,7077,4715,7371,43.984776,0.791937,0.505740,-0.250000,-13.161751,-6.693472,false,false,false,0.000000,50.584498,0.000000
TrendSlope20,slope_down,compressed_down,long,5m,DISCOVERY_REJECTED,3761,3427,0.504839,-4.495161,-6.995161,-9.495161,0.674543,0.542276,0.436545,43.206594,39.218293,35.017283,35040.063932,51946.365251,31168.666501,57477.467820,27667.816488,63379.117807,1625,2136,1475,2286,1317,2444,43.206594,0.674543,0.504839,0.800000,-9.095466,-15.135209,false,false,false,100.000000,100.000000,0.000000
ETHContext60,eth_up,trend_up,long,120m,DISCOVERY_REJECTED,38223,25072,0.498746,-4.501254,-7.001254,-9.501254,0.892731,0.838475,0.787733,45.407216,44.018000,42.699422,1431877.168443,1603928.593293,1389151.447602,1656760.372452,1347729.838996,1710896.263846,17356,20867,16825,21398,16321,21902,45.407216,0.892731,0.498746,-2.900000,-20.543865,-6.270709,false,false,false,0.000000,40.188249,100.000000
VolumeRatio20,volume_ratio_low,trend_up,short,15m,DISCOVERY_REJECTED,38909,29272,0.497876,-4.502124,-7.002124,-9.502124,0.720157,0.600152,0.500585,44.843095,41.229536,37.628826,450796.949627,625970.110515,408927.589593,681373.250481,370584.597213,740302.758101,17448,21461,16042,22867,14641,24268,44.843095,0.720157,0.497876,1.700000,-7.130433,-5.483297,false,false,false,0.000000,0.000000,0.000000
ETHContext60,eth_down_strong,compressed_down,long,5m,DISCOVERY_REJECTED,11580,9296,0.496403,-4.503597,-7.003597,-9.503597,0.726081,0.608031,0.509606,44.766839,41.096718,37.892919,138238.999985,190390.648063,125806.906870,206908.554947,114362.935287,224414.583364,5184,6396,4759,6821,4388,7192,44.766839,0.726081,0.496403,1.300000,-10.884601,-5.135851,false,false,false,0.000000,55.292140,100.000000
BTCContext60,btc_flat,range,long,60m,DISCOVERY_REJECTED,119071,68033,0.495764,-4.504236,-7.004236,-9.504236,0.834287,0.754691,0.682939,46.160694,44.092180,42.034584,2700133.212438,3236457.112333,2565804.240427,3399805.640322,2437594.696842,3569273.596737,54964,64107,52501,66570,50051,69020,46.160694,0.834287,0.495764,0.600000,-10.465700,-5.324603,false,false,false,0.000000,73.108365,0.000000
BTCContext60,btc_down,trend_up,short,15m,DISCOVERY_REJECTED,10313,8385,0.493629,-4.506371,-7.006371,-9.506371,0.764367,0.658561,0.567827,45.815960,42.577330,39.377485,150757.037624,197231.239563,139367.428451,211624.130390,128812.533647,226851.735586,4725,5588,4391,5922,4061,6252,45.815960,0.764367,0.493629,1.700000,-12.371856,-6.390543,false,false,false,0.000000,60.864595,0.000000
ATRPct14,atr_pct_14_mid,trend_up,short,5m,DISCOVERY_REJECTED,39048,22034,0.492217,-4.507783,-7.007783,-9.507783,0.728916,0.611099,0.512144,46.025405,42.726900,39.722905,473299.437570,649319.338184,429983.436370,703623.336984,389743.494598,761003.395212,17972,21076,16684,22364,15511,23537,46.025405,0.728916,0.492217,1.800000,-7.315014,-5.933655,false,false,false,0.000000,100.000000,0.000000
CloseRelativeEMA20,above_ema20_strong,range,short,5m,DISCOVERY_REJECTED,7404,6323,0.487796,-4.512204,-7.012204,-9.512204,0.783239,0.683308,0.595899,48.325230,45.569962,42.760670,120717.119228,154125.479665,112021.275221,163939.635658,103855.503309,174283.863746,3578,3826,3374,4030,3166,4238,48.325230,0.783239,0.487796,3.300000,-15.150418,-9.279055,false,false,false,0.000000,47.785648,0.000000
ATRPct14,atr_pct_14_mid,compressed_up,long,15m,DISCOVERY_REJECTED,15927,11173,0.486862,-4.513138,-7.013138,-9.513138,0.820655,0.735953,0.660271,45.055566,43.209644,41.395115,328914.279756,400795.025408,311326.323141,423024.568793,294474.740822,445990.486475,7176,8751,6882,9045,6593,9334,45.055566,0.820655,0.486862,-1.000000,-13.408992,-6.346523,false,false,false,0.000000,44.971991,0.000000
SessionUTC,asia,compressed_down,long,30m,DISCOVERY_REJECTED,10318,7817,0.486827,-4.513173,-7.013173,-9.513173,0.823361,0.739355,0.664103,47.005234,44.572592,42.382245,217061.214909,263628.131737,205264.566850,277626.483677,194066.302023,292223.218851,4850,5468,4599,5719,4373,5945,47.005234,0.823361,0.486827,1.800000,-26.461049,-8.167921,false,false,false,0.000000,58.614377,100.000000
Return15,return15_down,range,long,5m,DISCOVERY_REJECTED,68379,46101,0.486029,-4.513971,-7.013971,-9.513971,0.575380,0.425426,0.316236,39.762208,34.226883,29.345267,418250.141623,726910.933358,355112.190065,834720.481799,300877.974686,951433.766420,27189,41190,23404,44975,20066,48313,39.762208,0.575380,0.486029,0.500000,-6.804342,-5.267916,false,false,false,0.000000,0.000000,0.000000
SessionUTC,asia,trend_down,long,60m,DISCOVERY_REJECTED,33470,16334,0.481336,-4.518664,-7.018664,-9.518664,0.864031,0.796651,0.734433,49.626531,47.801016,45.933672,961074.262984,1112313.961926,920313.964305,1155228.663248,881070.464381,1199660.163324,16610,16860,15999,17471,15374,18096,49.626531,0.864031,0.481336,4.500000,-26.552897,-6.100715,false,false,false,0.000000,33.072499,100.000000
Return15,return15_flat,trend_down,short,240m,DISCOVERY_REJECTED,21667,16887,0.480565,-4.519435,-7.019435,-9.519435,0.908908,0.862307,0.818232,45.963908,44.847002,43.762404,977060.658749,1074983.260729,952469.064229,1104559.166210,928472.503613,1134730.105594,9959,11708,9717,11950,9482,12185,45.963908,0.908908,0.480565,-3.700000,-29.539082,-10.613981,false,false,false,100.000000,32.903288,41.856553
TrendSlope20,slope_up_strong,trend_up,long,60m,DISCOVERY_REJECTED,68487,34304,0.479545,-4.520455,-7.020455,-9.520455,0.852556,0.781227,0.716396,43.754289,41.753910,39.863040,1790141.966513,2099734.343599,1716947.687605,2197757.564692,1647047.587842,2299074.964928,29966,38521,28596,39891,27301,41186,43.754289,0.852556,0.479545,-2.800000,-12.344057,-5.537066,false,false,false,100.000000,60.197159,0.000000
TakerBuyRatio,taker_balanced,range,long,120m,DISCOVERY_REJECTED,29607,25604,0.478815,-4.521185,-7.021185,-9.521185,0.903090,0.853602,0.806865,48.441247,47.066572,45.860776,1247407.369123,1381266.094745,1212067.578214,1419943.803836,1177676.494489,1459570.220111,14342,15265,13935,15672,13578,16029,48.441247,0.903090,0.478815,1.900000,-18.413023,-6.197271,false,false,false,0.000000,60.669062,100.000000
SessionUTC,us,trend_down,long,15m,DISCOVERY_REJECTED,35007,17366,0.477973,-4.522027,-7.022027,-9.522027,0.788890,0.691414,0.605912,47.958980,45.179536,42.314394,591554.082112,749856.670048,550782.014649,796602.102585,512507.105649,845844.693585,16789,18218,15816,19191,14813,20194,47.958980,0.788890,0.477973,3.200000,-12.672063,-5.299316,false,false,false,0.000000,85.910211,0.000000
BBWidthPctRank60,bb_width_low,trend_up,short,15m,DISCOVERY_REJECTED,16486,13976,0.477665,-4.522335,-7.022335,-9.522335,0.694607,0.568242,0.465674,43.673420,39.724615,35.884993,169573.352840,244128.565708,152366.329567,268136.542436,136815.286649,293800.499517,7200,9286,6549,9937,5916,10570,43.673420,0.694607,0.477665,1.500000,-9.863066,-5.834258,false,false,false,0.000000,0.000000,0.000000
TrendSlope20,slope_up,compressed_down,long,15m,DISCOVERY_REJECTED,3139,2893,0.476681,-4.523319,-7.023319,-9.523319,0.784203,0.686194,0.601108,44.536477,41.669321,38.993310,51597.778168,65796.475230,48208.052080,70254.249142,45048.153384,74941.850446,1398,1741,1308,1831,1224,1915,44.536477,0.784203,0.476681,0.700000,-11.559894,-16.204541,false,false,false,100.000000,71.350935,0.000000
BTCContext60,btc_up_strong,trend_down,long,120m,DISCOVERY_REJECTED,759,705,0.475470,-4.524530,-7.024530,-9.524530,0.925207,0.886146,0.848659,52.305665,50.988142,50.197628,42480.914071,45915.032416,41496.854255,46828.472601,40537.896804,47767.015149,397,362,387,372,381,378,52.305665,0.925207,0.475470,10.600000,-96.407227,-18.396111,false,false,false,84.366421,21.252917,72.528742
VolumeRatio20,volume_ratio_normal,compressed_down,long,240m,DISCOVERY_REJECTED,14733,12999,0.474249,-4.525751,-7.025751,-9.525751,0.938681,0.906429,0.875293,49.372158,48.360823,47.593837,1020712.903459,1087390.790718,1002708.461681,1106218.848940,985038.645116,1125381.532374,7274,7459,7125,7608,7012,7721,49.372158,0.938681,0.474249,2.900000,-54.620126,-10.922293,false,false,false,100.000000,40.984640,38.427275
RealizedVol60,realized_vol_60_low,range,short,240m,DISCOVERY_REJECTED,206395,91613,0.469305,-4.530695,-7.030695,-9.530695,0.915560,0.872116,0.830787,47.638751,46.629037,45.657598,10139125.440355,11074238.273379,9895922.143101,11347022.476125,9657821.591502,11624909.424526,98324,108071,96240,110155,94235,112160,47.638751,0.915560,0.469305,-0.700000,-31.591779,-7.091785,false,false,false,0.000000,29.327893,48.881224
BBWidthPctRank60,bb_width_high,range,short,30m,DISCOVERY_REJECTED,60561,48988,0.469303,-4.530697,-7.030697,-9.530697,0.801226,0.709526,0.628890,44.949720,42.195472,39.645977,1105992.547954,1380376.101294,1040045.741607,1465831.794948,978113.228514,1555301.781854,27222,33339,25554,35007,24010,36551,44.949720,0.801226,0.469303,0.400000,-9.101335,-5.745504,false,false,false,0.000000,100.000000,0.000000
TakerBuyRatio,taker_sell_heavy,trend_up,short,30m,DISCOVERY_REJECTED,21621,17988,0.468419,-4.531581,-7.031581,-9.531581,0.817698,0.731429,0.654242,48.411267,45.742565,43.369872,439466.933726,537444.236990,414039.469201,566069.272466,389948.756879,596031.060144,10467,11154,9890,11731,9377,12244,48.411267,0.817698,0.468419,3.300000,-9.289845,-6.571609,false,false,false,0.000000,0.000000,0.000000
ATRPct14,atr_pct_14_mid,range,long,30m,DISCOVERY_REJECTED,68277,38332,0.468046,-4.531954,-7.031954,-9.531954,0.862056,0.794311,0.731945,47.431785,45.869033,44.357544,1933714.264685,2243142.520435,1854081.305473,2334202.061223,1777097.994860,2427911.250610,32385,35892,31318,36959,30286,37991,47.431785,0.862056,0.468046,0.700000,-7.834624,-5.711490,false,false,false,0.000000,100.000000,0.000000
SessionUTC,europe,trend_down,short,5m,DISCOVERY_REJECTED,30170,14730,0.465963,-4.534037,-7.034037,-9.534037,0.611189,0.470535,0.365199,37.434538,32.800795,28.617832,215029.526658,351821.420354,188597.253524,400814.147220,165479.727048,453121.620744,11294,18876,9896,20274,8634,21536,37.434538,0.611189,0.465963,-0.500000,-7.369607,-4.889878,false,false,false,0.000000,0.000000,0.000000
SessionUTC,europe,trend_down,long,15m,DISCOVERY_REJECTED,30170,14730,0.465137,-4.534863,-7.034863,-9.534863,0.729726,0.613139,0.515460,45.585018,41.952270,38.534969,369398.564715,506215.376000,336384.318097,548626.129382,306023.930145,593690.741430,13753,16417,12657,17513,11626,18544,45.585018,0.729726,0.465137,1.900000,-10.605889,-4.917792,false,false,false,0.000000,0.000000,0.000000
